On New Site Now,On Old Site,Industry,Family,Product ID,Product Name,Chemistry,Applications,Benefits,Size ,Color,Cleanup,Recommended Equipment,TDS Data Table,Need 3D Image Now
,Yes,Construction,ForzaBOND,C-C551,Non-Flam Sprayable Contact Adhesive,Solvent Based,"A non-flammable, high-performance spray contact adhesive specifically designed for these construction-related applications:
*  Wall coverings
*  Countertop bonding in cabinet manufacturing","*  Non-Flammable
*  High Coverage
*  Over 220ºF (105ºC) temperature resistant
*  80% of final strength achieved immediately; full strength achieved in 24 hours
*  Fast drying with long open time
*  No ODS (Ozone Depleting Substances)
*  VOC Free
*  Qualifies for LEED-NC & CI EQ Credit 4.4: laminating adhesives shall contain no urea formaldehyde resins","*  1 Gallon Can
*  5 Gallon Pail
*  52 Gallon Drum",,,,,
Yes,Yes,Construction,ForzaBOND,C-OA5,"HYBRID POLYMER, MOISTURE CURE ADHESIVE",Modified Silane,"Specially designed for adhering and sealing roofing membranes and flashing materials, including:
• Waterproofing around windows and doors
• Crack filling in concrete applications
• Cap block in masonry applications
• Bonding walkway tread",Already on New Site,"*  20oz Sausage
*  28oz Cartridge
*  10.1oz Cartridge
*  52 Gallon Drum
*  5 Gallon Pail",,,,,
Yes,Yes,Construction,ForzaBOND,C-OA52,QUICK GRAB ADHESIVE,Modified Silane,"A performance polymer adhesive with high initial strength, designed specifically for construction applications, including:
• Panel construction in thin brick, concrete, and masonry work
• Installation of paneling and molding
• Adhering drywall
• Tile flooring installations
• Installation of acoustical paneling and decorative trim",Already on New Site,"*  20oz Sausage
*  28oz Cartridge
*  10.1oz Cartridge",,,,,
,,Construction,ForzaSEAL,C-OA52W,QUICK GRAB ADHESIVE,Modified Silane,"A performance polymer adhesive with high initial strength, designed specifically for construction applications, including:
• Panel construction in thin brick, concrete, and masonry work
• Installation of paneling and molding
• Adhering drywall
• Tile flooring installations
• Installation of acoustical paneling and decorative trim","• Can be used on a variety of substrates
• Excellent adhesion to both porous and non-porous substrates
• Resistant to water, weathering, and aging
• Can be painted over once fully cured
• Low odor and VOC content","*  20oz Sausage
*  28oz Cartridge
*  10.1oz Cartridge",*  White,,,,
,Yes,Construction,ForzaBOND,C-OA77,"HYBRID POLYMER, HIGH PERFORMANCE, TROWEL GRADE, FLOORING ADHESIVE",Modified Silane,"Specifically designed for use in the flooring industry, including:
*  Compatibility with all flooring types
*  Hardwood, LVT, and vinyl flooring
*  Backed and unbacked carpets","*  Universal compatibility
*  High bond strength
*  Easy application
*  Durable performance
*  Moisture resistant
*  Fast Setting",*  5 Gallon Pail ,,,,,
Yes,Yes,Construction,ForzaBOND,C-OA98,"HYBRID POLYMER, MOISTURE CURE ADHESIVE",Modified Silane,"A permanent structural bond for interior and exterior construction applications. This product bonds a large variety of construction-related materials:
• All Metals, Painted Steel, Glass
• Granite, Wood, Most Plastics
• Fiberglass, Rubber,Polystyrene Foam",Already on New Site,"*  20oz Sausage
*  1oz Cartridge",,,,,
Yes,Yes,Construction,ForzaSEAL,C-OS55,"HYBRID POLYMER, SINGLE COMPONENT CURE, WITH OUTSTANDING ADHESIVE/SEALING PROPERTIES",Silicone,"A general-purpose silicone sealant for construction applications, including:
• Most sealing applications in heavy-duty construction and DIY projects
• Sealing around windows and doors
• Kitchen and bath applications
• Concrete void filling including driveway seems and cracks",Already on New Site,"*  20oz Sausage
*  1oz Cartridge",,,,,
Yes,Yes,Construction,ForzaSEAL,C-OS9,"HYBRID POLYMER, STRUCTURAL, SINGLE-PART, MOISTURE CURE ADHESIVE",Modified Silane,"Designed for universal sealing applications in the construction industry, including:
• Crack filling on concrete
• Sealing around windows and door openings
• Sealing in gutter applications
• Roof penetrations",Already on New Site,"*  20oz Sausage
*  10oz Sausage
*  28oz Cartridge
*  10.1oz Cartridge
*  5 Gallon Pail
*  52 Gallon Drum","*  Gray
*  White
*  Black",,,,
Yes,Yes,Construction,ForzaBOND,C-OSA, ISOPROPYL ALCOHOL BASED CLEANER / ADHESION PROMOTER,Solvent Based,"Used to promote adhesion in construction applications to painted surfaces, bare metals, plastics.",Already on New Site,"*  10oz Sausage
*  20oz Sausage
*  1 Quart Can",,,,,
Yes,Yes,Construction,ForzaBOND,C-R329,TWO-PART METHACRYLATE ADHESIVE,Methacrylate/MMA,"Used in bonding engineered thermoplastics, thermosets, composites, and metal structural elements in any combination across numerous construction applications. It bonds a wide variety of rubber materials and a vast range of metals without the need for surface preparation, primers, or chemical wipes. Additionally, it effectively bonds composites and other substrates.",Already on New Site,"*  50mL Cartridge
*  400mL Cartridge
*  5 Gallon Pail
*  52 Gallon Drum",,,,,
Yes,Yes,Construction,ForzaBOND,C-R552,TWO-PART MODIFIED EPOXY,Modified Epoxy,"Specially designed as a high-speed two-component sealant where rapid curing is necessary or deep joints are present in construction applications, including:
• Joint sealing in precast concrete applications
• Crack filling and repairing in concrete applications
• Replaces mechanical fasteners in some applications",Already on New Site,"*  400ml Cartridge
*  5 Gallon Pail
*  52 Gallon Drum",,,,,
Yes,Yes,Construction,ForzaBOND,C-R560,TWO-PART 5 MINUTE EPOXY ADHESIVE,Epoxy,"Provides a tenacious bond to wood, concrete, fiberglass, and most thermoset plastics for many construction applications, including:
• Carpet tack strip to concrete, metal, wood, and various other floor surfaces (carpet may be stretched as soon as 20 minutes after application)
• Bonding metal balusters in wood handrails
• Quickly adhering tread materials in high-traffic areas
• Bonding various materials to ceramic tile without the need for drilling or fasteners",Already on New Site,"*  300ml Dual Cartridge
*  280ml Coaxal",,,,,
,Yes,Construction,ForzaBOND,C-S538,TAPE PRIMER AND ADHESION PROMOTER,Solvent Based,"*  Specifically designed to increase adhesion with high bond tapes in most construction applications.
*  Improves adhesion on polyethylene, polypropylene, other plastics, glass, metals, rubber, concrete, and painted surfaces when used in conjunction with the Forza’s high bond, double coated, foam tapes.","*  Works with cyanoacrylate adhesives
*  Increases adhesion with high bond tapes and other adhesives
*  Improves adhesion on polyethylene, polypropylene, ABS, PET/PBT, concrete, wood, glass, metal, and painted surfaces.","*  1 Gallon Can
*  5 Gallon Pail
*  1 Quart",,,,,
Yes,Yes,Construction,ForzaTAPE,C-T500,FOAM TAPE,Acrylic Foam,"Used for gap filling and sealing in construction applications, including:
• Weather stripping for windows and doors
• Vibration dampening and noise reduction for roof curb mounts
• Various cushioning applications",Already on New Site,*  3/8in x 50ft,,,,,
Yes,Yes,Construction,ForzaTAPE,C-T5100,DOUBLE-COATEDPET,Double Coated,"Used for bonding and mounting applications in construction, including:
• Peel and stick applications for signage and display
• Attaching decorative and protective cladding in both interior and exterior applications",Already on New Site,"*  ¾ in x 180ft
*  1 ½ in x 180ft
*  1 ½ in x 1080ft
*  60 in x 1080ft
*  60 in x 400ft
*  1 ½ in x 1800ft",,,,,
Yes,Yes,Construction,ForzaTAPE,C-T550,DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE,Acrylic Foam,"Specially designed for bonding and mounting to a broad range of substrates in various construction applications, including:
• Aluminum, stainless steel, composites, plastics, acrylics, and ABS plastic in construction applications
• Structural bonding in facade cladding and windows
• Panel and signage installation
• Mounting of metals and plastics in institutional wall protection",Already on New Site,"*  1/2in x 108
*  1/4 in x 108
*  1 in x 108
*  1 ½ in x 108
*  3/4in x 108
*  3/8in x 108
*  2in x 108",,,,,
Yes,Yes,Construction,ForzaTAPE,C-T553,DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE,Acrylic Foam,"Specially designed for bonding and mounting to a broad range of substrates across various construction applications, including:
• Aluminum, stainless steel, composites, plastics, acrylics, and ABS plastic in construction applications
• Structural bonding in facade cladding and windows
• Panel installation and signage
• Mounting of metals and plastics in institutional wall protection",Already on New Site,"*  1/2in x 108
*  1/4 in x 108
*  1 in x 108
*  1 ½ in x 108
*  3/4in x 108
*  3/8in x 108
*  2in x 108",,,,,
Yes,Yes,Construction,ForzaTAPE,C-T557,DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE,Acrylic Foam,"Specially designed for bonding and mounting to a broad range of substrates across various construction applications, including:
• Aluminum, stainless steel, composites, plastics, acrylics, and ABS plastic in construction applications
• Structural bonding in facade cladding and windows
• Panel installation and signage
• Mounting of metals and plastics in institutional wall protection",Already on New Site,"*  1/2in x 108
*  1/4 in x 108
*  1 in x 108
*  1 ½ in x 108
*  3/4in x 108
*  3/8in x 108",,,,,
Yes,Yes,Construction,ForzaTAPE,C-T564,DOUBLE-COATED PE FOAM TAPE,Acrylic Foam,"Used in various mounting applications in construction, including:
• Signage and display boards
• Mounting dispensers (soap, paper towel, and toilet paper) to drywall, glass, metal, and ceramic tile without the need for fasteners",Already on New Site,"*  1/4” x 1/32 x 216
*  ½” x 1/32” x 216
*  ¾”x 1/32” x 216
*  1” x 1/32” x 216",,,,,
Yes,Yes,Construction,ForzaTAPE,C-T731,DOUBLE-SIDED TAPE,Acrylic Foam,"Used for bonding and mounting applications across various construction projects, including:
• Peel and stick applications for signage and display
• Attaching decorative and protective cladding in both interior and exterior applications",Already on New Site,"*  1/2 x 150
*  1 ½ x 180
*  1 ½ x 1080
*  2 x 180",,,,,
Yes,Yes,Construction,ForzaBOND,C-W6106,HPL LAMINATING ADHESIVE,Water Based,"Specifically used for wood joinery, millwork, and trim assembly in the manufacturing of countertops.",Already on New Site,"*  5 gallon Pail
*  1 Gallon Can
*  52 Gallon Drum
*  Tote",,,,,
,,Construction,ForzaBOND,TU603,Spray Contact Adhesive,Solvent Based,"High-strength adhesive engineered for dependable bonding across a wide range of tilt-up and general construction applications—both in the field and in the shop.
• Bonds reveals, chamfers, foam edge forms, wood, and plastic to casting beds
• Ideal for pre-cast, tilt-up, modular, or on-site use
• Great for acoustical panels, tack strips, and laminates
• Reliable adhesion on concrete and construction materials
","Excellent adhesion to a wide variety of porous and non-porous substrates.
• Aggressive, long-term bond—reduces nailing, screwing, or mechanical fastening. 
• Strong heat resistance: up to 180–200°F (82–93°C; typical) 
• Fast dry and tack time for high productivity and immediate handling.
• Low VOC (<50 g/L); meets CARB/OTC/SCAQMD and LEED® requirements.","*  13oz Aerosol Can
*  22L Disposable Canister
*  108 Returnable Canister",,,,,
,,Construction,ForzaBOND,TU615,Foam Board Pressure Sensitive Spray Adhesive,Solvent Based,"An aggressive, fast-drying pressure-sensitive adhesive designed to bond a wide range of substrates, including:
• Prefabricated home and building manufacturing applications
• Carpet Installations
• Acoustic panel manufacturing and installation
• Backed roof membrane materials
","• Aggressive tack for fast, secure bonding 
• Excellent adhesion to porous and non-porous surfaces, including foam, reveals, chamfer strips, wood, and various plastics 
• Very fast dry time, for high productivity 
• High heat resistance (up to 180°F / 82°C) 
• No ODS (ozone depleting substances) 
• Foam board safe","*  13oz Aerosol Can
*  22L Disposable Canister
",,,,,
,,Construction,ForzaTAPE,TU-800,Tilt-UP Sealing Tape,Acrylic   ,"Designed for sealing and fastening in construction and  industrial environments:
• Seal insulation liners to framing
• Fasten vapor retarder fabrics
• Create airtight, moisture-resistant joints
• Repair vapor barriers and liners
• General double-sided tape applications","• Superior bond strength for air and vapor barrier continuity. 
• Easy to apply by hand; requires only firm pressure for adhesion. 
• Weather resistant: performance range 50°F–105°F, moisture-insensitive. 
• Durable and flexible; maintains seal integrity over building life. 
• Non-hazardous—no VOCs, toxins, or special handling requirements. ",*  3/4in x 100ft,,,,,
,,Construction,ForzaSEAL,TU-OA40,All Weather Adhesive,Modified Silane,"Designed for superior performance in both vertical and horizontal tilt-up applications, providing strong adhesion across a wide range of construction materials and field conditions.
• Bonds foam, chamfers, and edge forms
• Adheres metal, MDF, rubber, wood, and more
• Seals joints and penetrations in forms
• No run, drip, or slump during application","• High initial green strength reduces material slippage or shifting. 
• Removes from concrete without defacing the concrete
• Maintains bond and flexibility in wet, dry, hot, or cold conditions. 
• Provides sealant properties: stays flexible, does not crack or shrink. 
• Non-sag, non-bubbling, and low odor; easy to extrude or trowel. 
• VOC compliant in all 50 states; no solvent odor, 100% solids. 
• Non-staining",*  20oz Sausage,,,,,
,,Construction,ForzaSEAL,TU-OS45,Low Modulus Sealant,Modified Silane,"Designed for outstanding adhesion and sealing in construction applications:
• Seals expansion & control joints in tilt-up/pre-cast panels, floors, and walls
• Bonds reveals, rustication strips, form brackets, wood, or PVC to casting slab
• Flexible joint & substrate sealing where movement is expected
• Compatible with most concrete bondbreakers","• Flexible, high movement accommodation (low modulus) 
• Excellent UV and weather resistance—long exterior life 
• Paintable and non-yellowing; non-staining on concrete 
• Bonds to green/damp concrete, wood, PVC, metal, and more 
• Fast cure, easy application by extrusion or trowel; no mechanical fasteners needed","*  20oz Sausage
*  10.1oz Cartridge
*  3.5 Gallon Pail",,,,,
,,Construction,ForzaBOND,TU-OS50,High Performance Self Leveling Sealant,Modified Silane,"Designed to seal a wide variety of materials in construction and tilt up applications including:
• Glass 
• Steel
• Aluminum
• Marble 
• Concrete
• Wood and Many Plastics","• Flows smoothly into joints for flat, even coverage with less labor
• Stands up to weather and UV, flexible, durable, and crack-resistant
• Performs in extreme temps from -75°F to 400°F, all year long
• Cures fast and tack-free in under an hour, strong within 24 hours
• Delivers reliable joint support with high tensile strength
• Bonds to concrete, steel, aluminum, wood, and plastics with ease
• Flexes with slab movement to reduce repairs
• Safe, VOC-compliant, and non-yellowing for any jobsite
• Cleans up easily with alcohol or a damp cloth","*  20oz Sausage
*  10.1oz Cartridge
*  28oz Cartridge
*  3.5 Gallon Pail",,,,,
,,,,,,,,,,,,,,
On New Site,On Old,Industry,Family,Product ID,Product Name,Chemistry,Applications,Benefits,Size ,Color,Cleanup,Recommended Equipment,TDS Data Table,
Yes,Yes,Foam,ForzaBOND,IC932,Non Flammable Not-Methylene Chloride Contact Adhesive,Solvent Based,"Permanently bonds to: 
• Plastics
• Metals
• Marine Grade/Treated Wood
• Foam of all types
• Fabric
• Porous Insulation Materials
• Backed Vinyls
• Plastic Laminates
• Adhesion promoter (Urethane Foaming Application)",Already on New Site,"*  22L Disposable Canister 
*  108L Returnable Canister ",,,,,
Yes,Yes,Foam,ForzaBOND,IC933,CA Compliant High Strength Contact Adhesive,Solvent Based,"Permanently bonds to:
• Carpeting including metal, wood, and composites.
• Head liner to interiors.
• Foam in upholstery and seating.
• Plastic laminate in wood working.
• Porous Insulation
• Acoustic Material",Already on New Site,"*  13oz Aerosol Can
*  22L Disposable Canister
*  108L Returnable Canister
*  5 Gal Pail
*  55 Gal Drum",,,,,
Yes,Yes,Foam,ForzaBOND,IC934,Styrene Safe Pressure Sensitive Spray Adhesive,Solvent Based,"Pressure sensitive adhesive that permanently bonds to:
• Applications involving Polystyrene Foam 
• Insulation Materials
• Acoustic Materials
• Foam Bonding",Already on New Site,"*  13oz Aerosol Can
*  22L Disposable Canister
*  108L Returnable Canister",,,,,
Yes,Yes,Foam,ForzaBOND,IC946,CA Compliant Pressure-Sensitive Adhesive,Solvent Based,"Designed to bond numerous substrates including these: 
• Insulation Materials
• Metals
• Aluminum
• Foam
• Wood
• Fabric",Already on New Site,"*  13oz Aerosol Can
*  22L Disposable Canister
*  108L Returnable Canister",,,,,
Yes,Yes,Foam,ForzaBOND,IC947,High-Temp Styrene-Safe Pressure Sensitive Adhesive,Solvent Based,"Web spray adhesive designed for applications using:
• Polystyrene
• Foam of all types
• Flooring product
• Carpeting
• Vinyls (backed)
• Insulation
• Wood
• Fabrics
• Acoustic materials",Already on New Site,"*  22L Disposable Canister
*  108L Returnable Canister",,,,,
Yes,Yes,Foam,ForzaBOND,81-0389,High Performance Neoprene Contact Adhesive,Solvent Based,"• Ideal for bonding furniture and cabinets, 
• Especially good for laminating flexible materials to panels. 
• Good for rapid bonding of light weight parts
• Bonds leather, veneer, fabric, upholstery
• Bonds foam, wood, rubber, plastic laminate, melamine 
• Bonds metal, cork, fiberglass, and many plastics. ","• Excellent coverage
• High temperature resistance
• Excellent green strength
• Fast, high tack
• 80% of final strength achieved immediately, full strength achieved in approximately 24 hours
• Fast drying
• Sprayable
• Ideal for aircraft applications","*  1 Gallon
*  5 Gallon Pail
*  55 Gallon Drum",,,,,
Yes,Yes,Foam,ForzaBOND,C130,High Heat Neoprene Adhesive,Solvent Based,"High Temperature Resistent Neoprene Contact Adhesive: 
* Well suited for general laminating to many substrates
* Well suited for general bonding to many substrates",Already on New Site,"*  1 Gallon Pail
*  5 Gallon Pail
*  52 Gallon Drum",,,,,
,Yes,Foam,ForzaBOND,C150,CA-Compliant Contact Adhesive,???,"* Bonds polystyrene foam to itself and many other substrates
*  Used in refrigerator and freezer applications to bond foam on interior, non-load bearing sandwich panels
*  Used to bond precut foam to cardboard in fabrication of insulated shipping cartons
*  Used for preformed pipe insulation and the bonding of foam on prefabricated pump houses, animal shelters and farm waterers","*  Quick tack
*  Prevents attack of polystyrene foam, yet still creates a strong contact-like bond to many substrates
*  Excellent water and moisture resistance","*  1 Gallon Pail
*  5 Gallon Pail
*  55 Gallon Drum",,,,,
Yes,Yes,Foam,ForzaBOND,C331,Non-Flammable Sprayable Contact Adhesive,Solvent Based,"* Bonds veneers, fabrics, upholstery, and foam
* Bonds headliners, cork, fiberglass, and many plastics
* Bonds applications where smoothness is required (glossy laminate & fabrics) 
* Laminates most flexible materials in nearly any application",Already on New Site,"*  1 Gallon
*  5 Gallon Pail
*  52 Gallon Drum",,,,,
,Yes,Foam,ForzaBOND,FRP,Hybrid Polymer Rollable Adhesive,???,"*  FRP modified silane rollable flooring adhesive is a high-performance adhesive that is specifically designed to bond a variety of substrates, including metal flooring, plywood, and vinyls.
*  FRP adhesive is ideal for use in refrigerated and walk-in coolers, as it is able to withstand the extreme temperatures and conditions found in these environments. ","*  Excellent bonding properties to a variety of substrates, including metal flooring, plywood, and vinyls 
*  Can be used in refrigerated and walk-in coolers 
*  Can withstand extreme temperatures and conditions 
*  High solids content for excellent coverage and reduced shrinkage 
*  Easy to apply and rollable 
*  Tack-free time of 2-4 hours 
*  Short cure time of 24-48 hours 
*  High shear and peel strength for maximum durability ","*  28 oz
*  20 oz
*  5 Gallon
*  55 Gallon",,,,,
Yes,Yes,Foam,ForzaBOND,OA4,Hybrid Polymer High-Strength Adhesive / Sealant,Modified Silane,"Ideally suited where permanently flexible and/or structural bonding is required. It bonds a large variety of materials including:
• Aluminum, Brass, Steel
• Granite, Wood
• Many Plastics
• General purpose bonding on both interior and exterior applications",Already on New Site,"*  10.1 oz Cartridge
*  20 oz Sausage
*  28 oz Cartridge
*  5 Gallon Pail
*  52 Gallon Drum",,,,,
Yes,Yes,Foam,ForzaBOND,OA23,Hybrid Polymer Fast Grab Adhesive,Modified Silane,"Ideal for use in a wide range of applications where high strength and 
immediate adhesion is necessary including: 
* Construction and Marine sectors 
* Trucking & Transport, & Manufacturing ",Already on New Site,"*  10.1 oz Cartridge
*  28 oz Cartridge
*  20 oz Sausage",,,,,
Yes,Yes,Foam,ForzaBOND,R519,Two-Part Methacrylate Adhesive,Methacrylate/MMA,"Ideal for applications requiring the bonding of engineered thermoplastics, thermosets, composites, and metal structural elements in any combination. 
It is also ideally suited to bond a wide variety of rubber materials and a vast range of metals without the need for surface preparation, primers, or chemical wipes. 
Additionally, it is highly effective in applications requiring bonding composites and bonding other substrates","*  Excellent bonding to a wide variety of substrates
*  1:1 ratio – easy mixing or dispensing
*  Minimal surface preparation required
*  Excellent bond strength
*  Forms tough, high strength, high impact resistant bonds
*  Resists most common industrial cleaners, fuels, lubricants and environmental conditions
*  Impact and weather resistant
*  Retains bond strength in boiling water, salt water, salt fog, kerosene, gasoline, diesel fuel, antifreeze, hydraulic fluids and cutting oils","*  50 ml Cartridge
*  400 ml Cartridge
*  5 Gallon
*  52 Gallon Drum",,,,,
Yes,Yes,Foam,ForzaBOND,S228,Tape Adhesive Primer and Promoter,Solvent Based,"Increases adhesion in applications with high bond tapes and other adhesives.
Improves adhesion in applications with these substrates: polyethylene, polypropylene, glass, metal, and painted surfaces.","*  Increases adhesive performance on polyethylene, polypropylene and TPR
*  Also useful on other plastics, rubber & metals
*  Removes grease and oils to promote adhesion","*  1 Quart
*  1 Gallon
*  5 Gallon",,,,,
Yes,Yes,Foam,ForzaTAPE,T215,Ultra High-Bond Acrylic Foam Tape,Acrylic Foam,"* Bonds plastics, metals, woods, papers, and silicones used in the automotive, electronics, advertising, hardware, and construction industries where permanent flexibility is needed. 
* Ideal for replacing screws, rivets, and welding in trailer side skin applications.  ","*  .045? Thick Foam
*  Can withstand a wide range of weathering and temperature conditions without losing adhesion 
*  Replaces screw, riveting and welding 
*  High strength bond resists moisture, chemicals, dust and UV 
*  Very flexible, with elongation rate of 800% 
*  Instant high strength; bonds well to many surfaces 
*  Maintains adhesion at subzero temperatures 
*  Long aging, resists hardening or embrittlement 
*  Flexible and compressible 
*  Shockproof and soundproof characteristics","*  .5 x 108
*  .25 x 108
*  .75 x 108
*  .375 x 108
*  1 x 108
*  1.5 x 108
*  2 x 108
*  3.125 x 108
*  Custom Sizes Available",,,,,
Yes,Yes,Foam,ForzaTAPE,T220,Ultra High-Bond Acrylic Foam Tape,Acrylic Foam,"* Bonds plastics, metals, woods, papers, and silicones used in the automotive, electronics, advertising, hardware, and construction industries where permanent flexibility is needed. 
* Ideal for replacing screws, rivets, and welding in trailer side skin applications.  ","*  Can withstand a wide range of weathering and temperature conditions without losing adhesion 
*  Replaces screw, riveting and welding 
*  High strength bond resists moisture, chemicals, dust and UV 
*  Very flexible, with elongation rate of 800% 
*  Instant high strength; bonds well to many surfaces 
*  Maintains adhesion at subzero temperatures 
*  Long aging, resists hardening or embrittlement 
*  Flexible and compressible 
*  Shockproof and soundproof characteristics","*  .5 x 108
*  .25 x 108
*  .75 x 108
*  .375 x 108
*  1 x 108
*  1.5 x 108
*  .052 Thick Foam
*  2 x 108
*  3.125 x 108
*  Custom Sizes Available",,,,,
,Yes,Foam,ForzaTAPE,T350,Thermal Break Tape,Thermal,"Excellent performance in applications that require:
High impact resistance, noise reduction, and reducing vibration.","*  The polyethylene foam tape is coated with a high tack rubber adhesive, ensuring a strong and immediate bond upon application.
*  This adhesive offers exceptional gripping power, making it perfect for applications where secure adhesion is crucial.
*  The polyethylene foam provides excellent cushioning and impact resistance, protecting surfaces from damage and reducing noise and vibration.
*  The foam tape is designed for easy and hassle-free application.
*  The combination of polyethylene foam and high tack rubber adhesive results in a durable and reliable tape. It can withstand various environmental conditions, including temperature changes, moisture, and UV exposure, without losing its adhesive properties or degrading over time.","*  .18 x 3 x 1000
*  .125 x 3 x 100
*  .25 x 3 x 100
*  .125 x 2 x 100
*  .25 x 3 x 50",,,,,
,Yes,Foam,ForzaTAPE,T464,Transfer Tape,Transfer,"*  Bonds paper and corrugate materials, including wax coated corrugate
*  Bonds many foams including XLPE, EPDM, EVA and polyurethane foams
*  Bonds LSE materials, plastics and metals
*  Applications that require high tack in cold applications","*  Works exceptionally well in cold weather
*  Provides strong bond to cold or damp surfaces
*  Performs well on LSE materials
*  Good cohesive strength
*  High initial tack
*  Excellent peel and shear
*  Bonds a wide variety of substrates","*  1.5 x 180
*  2 x 180
*  1.5 x 1080",,,,,
,Yes,Foam,ForzaTAPE,T600,Foam Gasketing Tape,???,*  Used in applications requiring a seal for tight radius curves,"*  3/16? Thick Foam
*  Low density foam
*  Remains pliable at temperatures of -20°C to 82°C
*  Excellent fungi, oxidization and weather resistance","*  2? x 100?
*  2? x 75?",,,,,
,Yes,Foam,ForzaTAPE,T715,Cold Temp Double-Coated Tape,Double Coated,"Bonds in applications with paper and corrugate materials, including wax coated currugate
• Bonds many foams including XLPE, EPDM, EVA, and polyurethane foams
• Bonds LSE materials, plastics, and metals
• Bonds well in low temperature","*  Works exceptionally well in cold weather 
*  Provides strong bond to cold or damp surfaces 
*  Performs well on LSE materials 
*  Good cohesive strength 
*  High initial tack 
*  Excellent peel and shear 
*  Bonds a wide variety of substrates","*  .75 x 180
*  1.5 x 180
*  1.5 x 1800
*  5.9 x 60 x 180
*  5.9 x 60 x 400",,,,,
,Yes,Foam,ForzaTAPE,T900,Butyl Tape,???,"*  T900 has outstanding webbing and elongation properties along with excellent adhesion to glass, plastic (but not plasticized PVC), polyethylene, galvanized aluminum, galvalume, siliconized polyester, polyurethane and polyvinyl fluoride painted substrates.
*  Preformed butyl tapes allow the erector precise control of volume and sealant placement on roof laps, end laps and side laps of metal buildings. ","*  Soft, resilient and easily worked by hand, yet adheres instantly to most uncleaned surfaces.
*  Has excellent weathering characteristics while retaining adhesion and elasticity in both hot and cold environments. 
*  Is chemically inert and is non-corrosive to paint, metal, aluminum, copper, plastic and will not swell rubber. ",*  Sizing available upon request,,,,,
,Yes,Foam,ForzaTAPE,T950,FSK Bonding Tape,???,"*  Sealing applications for fibrous ductboard, FSK-faced duct wrap and sheet metal ducts.
*  Vapor seal for reinforced aluminum faced fiberglass or mineral wool thermal insulation.","*  Cold weather adhesive performs well over a wide temperature range
*  Excellent performance in demanding heat and humidity conditions
*  Conforms well to irregular surfaces",*  Sizing available upon request,,,,,
,Yes,Foam,ForzaTAPE,T970,Foil Bonding Tape,???,"*  Aircraft paint stripping maskant.
*  Moisture barrier in “white goods” appliances.
*  General purpose heat reflector and heat dissipater.
*  Mechanically hold wires and cooling coils in “white goods” appliances.
*  Repair tears on truck trailers and aircraft.
*  Splicing of thin gauge foils.
*  General purpose holding, patching, sealing applications – indoors and out.","*  Flame resistant. Meets U.L. 746C (File E 122798) and 723, Class ""L"" low flammability rating (File R 7311)
*  Forza aluminum foil tape 425 can be certified to meet L-T-80C.
*  Meets requirements of FAR 25.853(a).
*  The very low moisture vapor transmission rate makes these tapes a good sealant.
*  The acrylic adhesive, combined with the durable aluminum backing, offers ideal properties for long serviceable life in and outdoors.
*  Good candidate as a maskant in electroplating of aluminum because it will not contaminate the bath.
*  Aluminum backing provides excellent reflection of both heat and light.
*  Best results obtained when applied to a clean, dry surface above 32°F (0°C).
IMPORTANT: These tapes are not intended for medical usage. Neither Forza nor the Food and Drug Administration have evaluated or reviewed this tape for medical application. Forza does not recommend or endorse the usage of the aluminum tape for medical application. User assumes all risk and liability whatsoever in connection with usage of product in a medical application.","*  3.5?
*  Custom Sizing Available",,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
